keyword;search_volume;keyword_difficulty;cpc_eur;competition;competition_level;low_top_of_page_bid;high_top_of_page_bid;search_intent;cluster;words_count;trend_quarterly_pct;trend_yearly_pct;traffic_value_eur_month;opportunity_score;variant_group;is_primary
ganzheitliche naturheilpraxis christina kaiser;50;;0.0;0;LOW;;;informational;Marken- & Praxisnamen;4;-75;-67;0.0;0.27;ganzheitliche naturheilpraxis christina kaiser;1
hacamat sindelfingen naturheilpraxis sinan erkin;50;;0.0;;;;;transactional;Methoden & Therapien;5;-100;-100;0.0;0.27;hacamat sindelfingen naturheilpraxis sinan erkin;1
hebammen und naturheilpraxis;50;;0.0;0.03;LOW;;;informational;Marken- & Praxisnamen;3;25;;0.0;0.27;hebammen und naturheilpraxis;1
heilpraktiker ausbildung 1 jahr;50;;2.34;0.73;HIGH;0.71;2.32;informational;Ausbildung & Prüfung;;50;-25;117.0;0.9;heilpraktiker ausbildung 1 jahr;1
heilpraktiker ausbildung online kostenlos;50;9;3.33;0.79;HIGH;1.1;3.29;informational;Ausbildung & Prüfung;;-25;-57;166.5;1.77;heilpraktiker ausbildung online kostenlos;1
heilpraktiker fernstudium testsieger;50;1;14.62;0.8;HIGH;4.37;13.56;informational;Ausbildung & Prüfung;;;-56;731.0;10.33;heilpraktiker fernstudium testsieger;1
heilpraktiker in der nähe darm;50;17;1.31;0.31;LOW;0.48;1.54;navigational;Beschwerden & Indikationen;;;;65.5;0.68;heilpraktiker in der nähe darm;1
heilpraktiker in der nähe haut;50;;1.34;0.28;LOW;0.63;2.83;navigational;Beschwerden & Indikationen;;-40;-40;67.0;0.63;heilpraktiker in der nähe haut;1
heilpraktiker pro und contra;50;;0.0;0.01;LOW;;;informational;Marken- & Praxisnamen;;-40;-25;0.0;0.27;heilpraktiker pro und contra;1
heilpraktiker prüfung anmeldung nrw;50;;1.28;0.14;LOW;0.79;2.21;transactional;Ausbildung & Prüfung;;-20;-43;64.0;0.61;heilpraktiker prüfung anmeldung nrw;1
heilpraktiker prüfung fragen;50;19;0.47;0.73;HIGH;0.11;0.38;informational;Ausbildung & Prüfung;;-40;-25;23.5;0.41;heilpraktiker prüfung fragen;1
heilpraktiker prüfung nrw;50;;1.28;0.68;HIGH;0.34;1.83;informational;Ausbildung & Prüfung;;-40;50;64.0;0.61;heilpraktiker prüfung nrw;1
heilpraktiker psychotherapie ausbildung voraussetzungen;50;7;3.34;0.8;HIGH;1.03;2.63;informational;Ausbildung & Prüfung;;-20;-56;167.0;1.96;heilpraktiker psychotherapie ausbildung voraussetzungen;1
heilpraktiker-ausbildung kosten paracelsus;50;2;1.93;0.58;MEDIUM;0.43;2.23;commercial;Ausbildung & Prüfung;;;-71;96.5;1.8;heilpraktiker-ausbildung kosten paracelsus;1
heilpraktiker-prüfung anmeldung;50;21;5.48;0.22;LOW;1.5;3;transactional;Ausbildung & Prüfung;;25;;274.0;1.69;heilpraktiker-prüfung anmeldung;1
likamundi heilpraktiker prüfungsfragen kostenlos;50;;2.6;0.11;LOW;1.18;2.18;informational;Ausbildung & Prüfung;;-40;;130.0;0.97;likamundi heilpraktiker prüfungsfragen kostenlos;1
münch naturheilkunde naturheilpraxis neufahrn b freising michael münch;50;;0.0;0.01;LOW;;;informational;Marken- & Praxisnamen;8;-20;33;0.0;0.27;münch naturheilkunde naturheilpraxis neufahrn b freising michael münch;1
naturheilpraxis am see;50;;0.0;0.03;LOW;;;informational;Marken- & Praxisnamen;3;-44;25;0.0;0.27;naturheilpraxis am see;1
naturheilpraxis anna sofia weis heilpraktiker in augsburg und gersthofen;50;;0.0;;;;;informational;Lokale Suche;9;-100;-100;0.0;0.27;naturheilpraxis anna sofia weis heilpraktiker in augsburg und gersthofen;1
naturheilpraxis blickwinkel;50;;0.0;0.03;LOW;;;informational;Marken- & Praxisnamen;2;25;67;0.0;0.27;naturheilpraxis blickwinkel;1
naturheilpraxis conte;50;;0.0;0.02;LOW;;;informational;Marken- & Praxisnamen;2;-57;-57;0.0;0.27;naturheilpraxis conte;1
naturheilpraxis erber;50;;0.0;0.05;LOW;;;informational;Marken- & Praxisnamen;2;-57;;0.0;0.27;naturheilpraxis erber;1
naturheilpraxis heinemann;50;;0.0;0.04;LOW;;;navigational;Marken- & Praxisnamen;2;25;;0.0;0.27;naturheilpraxis heinemann;1
naturheilpraxis heute 8 auflage;50;;0.92;1;HIGH;0.22;0.86;informational;Marken- & Praxisnamen;4;-40;;46.0;0.52;naturheilpraxis heute 8 auflage;1
naturheilpraxis im city medical center;50;;0.11;0.02;LOW;;;navigational;Marken- & Praxisnamen;5;-57;50;5.5;0.3;naturheilpraxis im city medical center;1
naturheilpraxis izolda ritter praxis für traditionelle chinesische medizin;50;;0.0;;;;;navigational;Marken- & Praxisnamen;8;;-100;0.0;0.27;naturheilpraxis izolda ritter praxis für traditionelle chinesische medizin;1
naturheilpraxis jenny reetmeyer;50;;0.0;0.03;LOW;;;navigational;Marken- & Praxisnamen;3;-71;-60;0.0;0.27;naturheilpraxis jenny reetmeyer;1
naturheilpraxis johannes tönnis;50;;0.0;0.01;LOW;;;navigational;Marken- & Praxisnamen;3;25;-44;0.0;0.27;naturheilpraxis johannes tönnis;1
naturheilpraxis kempf;50;;0.0;0.01;LOW;;;navigational;Marken- & Praxisnamen;2;-40;-57;0.0;0.27;naturheilpraxis kempf;1
naturheilpraxis kerstin mund;50;;0.0;0.06;LOW;;;informational;Marken- & Praxisnamen;3;;150;0.0;0.27;naturheilpraxis kerstin mund;1
naturheilpraxis tcm jiwen kuhr minden;50;;0.0;0.05;LOW;;;informational;Methoden & Therapien;5;-40;-40;0.0;0.27;naturheilpraxis tcm jiwen kuhr minden;1
was verdient ein heilpraktiker mit eigener praxis;50;;0.05;0.01;LOW;;;commercial;Jobs & Gehalt;;-29;67;2.5;0.28;was verdient ein heilpraktiker mit eigener praxis;1
beste heilpraktiker psychotherapie ausbildung online;40;;9.76;0.89;HIGH;2.32;7.07;commercial;Ausbildung & Prüfung;;-20;;390.4;2.56;beste heilpraktiker psychotherapie ausbildung online;1
heilpraktiker für psychotherapie vs psychotherapeut;40;;0.71;0.12;LOW;;;commercial;Heilpraktiker Psychotherapie;;;-40;28.4;0.41;heilpraktiker für psychotherapie vs psychotherapeut;1
heilpraktiker gehalt netto;40;;0.0;0.04;LOW;;;informational;Jobs & Gehalt;;33;-20;0.0;0.24;heilpraktiker gehalt netto;1
heilpraktiker in der nähe jetzt geöffnet;40;;0.47;0.18;LOW;;;navigational;Lokale Suche;;150;67;18.8;0.35;heilpraktiker in der nähe jetzt geöffnet;1
heilpraktiker prüfung bayern 2025;40;;0.0;;;;;informational;Ausbildung & Prüfung;;-100;-100;0.0;0.24;heilpraktiker prüfung bayern 2025;1
heilpraktiker psychotherapie ausbildung dauer;40;;2.58;0.74;HIGH;0.93;1.69;informational;Ausbildung & Prüfung;;50;-25;103.2;0.85;heilpraktiker psychotherapie ausbildung dauer;1
heilpraktiker psychotherapie online-ausbildung kosten;40;;4.62;0.87;HIGH;1.98;5.07;commercial;Ausbildung & Prüfung;;-25;;184.8;1.34;heilpraktiker psychotherapie online-ausbildung kosten;1
heilpraktiker verbot 2024;40;;0.0;0;LOW;;;informational;Marken- & Praxisnamen;;;-89;0.0;0.24;heilpraktiker verbot 2024;1
selbstständiger heilpraktiker gehalt;40;;0.0;0.02;LOW;;;informational;Jobs & Gehalt;;-50;-89;0.0;0.24;selbstständiger heilpraktiker gehalt;1
